Gene_Region	chr	start	end	region	PromoterOnRegion	S2vS1_DS	S3vS2_DS	S2vS1_p0.05	S3vS2_p0.05	S2vS1_p0.01	S3vS2_p0.01	S2vS1_p1e-05	S3vS2_p1e-05
Opn3_R19	1	175690276	175695276	Region19	Opn3; Chml	NA	NA	NA	NA	NA	NA	NA	NA
Opn3_R19	1	175695276	175700276	Region20	Wdr64	0.483984199898786	1.26340737792579	0	0	0	0	0	0
Opn3_R19	1	175700276	175705276	Region21		-1.1658691485511	0.558364920503	0	0	0	0	0	0
Opn3_R19	1	175705276	175710276	Region22		-0.972383736823079	0.934158277982961	0	0	0	0	0	0
Opn3_R19	1	175710276	175715276	Region23		-0.663413956325979	1.0426388855791	0	0	0	0	0	0
Opn3_R19	1	175715276	175720276	Region24		-0.412611637834895	0.516251698007178	0	0	0	0	0	0
Opn3_R19	1	175720276	175725276	Region25		-0.611821383946736	0.452680690951922	0	0	0	0	0	0
Opn3_R19	1	175725276	175730276	Region26		-1.02065004885798	-0.403958875731591	0	0	0	0	0	0
Opn3_R19	1	175730276	175735276	Region27		0.873288073558727	-1.26751655565157	0	0	0	0	0	0
Opn3_R19	1	175735276	175740276	Region28		-0.411276552076714	-0.845581159067023	0	0	0	0	0	0
Opn3_R19	1	175740276	175745276	Region29		0.302257283540157	-0.789379999747747	0	0	0	0	0	0
Opn3_R19	1	175745276	175750276	Region30		-2.03628771089039	1.1143587203454	1	0	1	0	0	0
Opn3_R19	1	175750276	175755276	Region31		0.346245528910319	-0.313438161682933	0	0	0	0	0	0
Opn3_R19	1	175755276	175760276	Region32		-0.373127480367155	-0.605010363431094	0	0	0	0	0	0
Opn3_R19	1	175760276	175765276	Region33		-0.395818856732913	-1.02900548180961	0	0	0	0	0	0
Opn3_R19	1	175765276	175770276	Region34		0.929075442522482	-1.24967330332021	0	0	0	0	0	0
Opn3_R19	1	175770276	175775276	Region35		-0.35781811396664	-0.464072966059212	0	0	0	0	0	0
Opn3_R19	1	175775276	175780276	Region36		-0.85659738686294	0.371976848096579	0	0	0	0	0	0
Opn3_R19	1	175780276	175785276	Region37		0.93426407830753	-0.744183091981375	0	0	0	0	0	0
Opn3_R19	1	175785276	175790276	Region38		-0.541995965721309	0.563086581387139	0	0	0	0	0	0
Opn3_R19	1	175790276	175795276	Region39		0.511592671690259	-0.983120305708303	0	0	0	0	0	0
Opn3_R19	1	175795276	175800276	Region40	Gm25560	0.694647678454647	-0.850595513133187	0	0	0	0	0	0
Chml_R19	1	175600276	175605276	Region1		-0.382982533753396	0.932636662040084	0	0	0	0	0	0
Chml_R19	1	175605276	175610276	Region2		0.784870082290782	-0.402470881828233	0	0	0	0	0	0
Chml_R19	1	175610276	175615276	Region3		1.10375791329127	0.337467368581922	0	0	0	0	0	0
Chml_R19	1	175615276	175620276	Region4	Kmo	0.831928442659014	0.344742396885728	0	0	0	0	0	0
Chml_R19	1	175620276	175625276	Region5	Kmo	0.531310518105073	0.314838222841539	0	0	0	0	0	0
Chml_R19	1	175625276	175630276	Region6	Fh1	-0.438464717692971	0.327524366196539	0	0	0	0	0	0
Chml_R19	1	175630276	175635276	Region7		-0.500053650328438	1.00033427413807	0	0	0	0	0	0
Chml_R19	1	175635276	175640276	Region8		0.371422163553292	0.629431995252265	0	0	0	0	0	0
Chml_R19	1	175640276	175645276	Region9		-0.37891740185239	0.545687712345826	0	0	0	0	0	0
Chml_R19	1	175645276	175650276	Region10		0.570132662234982	-0.572112757142906	0	0	0	0	0	0
Chml_R19	1	175650276	175655276	Region11		-0.351539471459382	-0.472567649008222	0	0	0	0	0	0
Chml_R19	1	175655276	175660276	Region12		-1.3671299520647	1.53274686773189	1	0	0	0	0	0
Chml_R19	1	175660276	175665276	Region13		-0.560154676657675	0.797604838482267	0	0	0	0	0	0
Chml_R19	1	175665276	175670276	Region14		-0.835889514790353	0.881023371219961	0	0	0	0	0	0
Chml_R19	1	175670276	175675276	Region15		-1.44872422204234	0.832378657288164	1	0	0	0	0	0
Chml_R19	1	175675276	175680276	Region16		-1.41250775074311	0.42393069519428	1	0	0	0	0	0
Chml_R19	1	175680276	175685276	Region17		0.33383924934408	-0.469491422687753	0	0	0	0	0	0
Chml_R19	1	175685276	175690276	Region18		0.537755929519669	-1.39242867920689	0	1	0	0	0	0
Chml_R19	1	175690276	175695276	Region19	Opn3; Chml	NA	NA	NA	NA	NA	NA	NA	NA
Chml_R19	1	175695276	175700276	Region20	Wdr64	0.483984199898786	1.26340737792579	0	0	0	0	0	0
Chml_R19	1	175700276	175705276	Region21		-1.1658691485511	0.558364920503	0	0	0	0	0	0
Chml_R19	1	175705276	175710276	Region22		-0.972383736823079	0.934158277982961	0	0	0	0	0	0
Chml_R19	1	175710276	175715276	Region23		-0.663413956325979	1.0426388855791	0	0	0	0	0	0
Chml_R19	1	175715276	175720276	Region24		-0.412611637834895	0.516251698007178	0	0	0	0	0	0
Chml_R19	1	175720276	175725276	Region25		-0.611821383946736	0.452680690951922	0	0	0	0	0	0
Chml_R19	1	175725276	175730276	Region26		-1.02065004885798	-0.403958875731591	0	0	0	0	0	0
Chml_R19	1	175730276	175735276	Region27		0.873288073558727	-1.26751655565157	0	0	0	0	0	0
Chml_R19	1	175735276	175740276	Region28		-0.411276552076714	-0.845581159067023	0	0	0	0	0	0
Chml_R19	1	175740276	175745276	Region29		0.302257283540157	-0.789379999747747	0	0	0	0	0	0
Chml_R19	1	175745276	175750276	Region30		-2.03628771089039	1.1143587203454	1	0	1	0	0	0
Chml_R19	1	175750276	175755276	Region31		0.346245528910319	-0.313438161682933	0	0	0	0	0	0
Chml_R19	1	175755276	175760276	Region32		-0.373127480367155	-0.605010363431094	0	0	0	0	0	0
Chml_R19	1	175760276	175765276	Region33		-0.395818856732913	-1.02900548180961	0	0	0	0	0	0
Chml_R19	1	175765276	175770276	Region34		0.929075442522482	-1.24967330332021	0	0	0	0	0	0
Chml_R19	1	175770276	175775276	Region35		-0.35781811396664	-0.464072966059212	0	0	0	0	0	0
Chml_R19	1	175775276	175780276	Region36		-0.85659738686294	0.371976848096579	0	0	0	0	0	0
Chml_R19	1	175780276	175785276	Region37		0.93426407830753	-0.744183091981375	0	0	0	0	0	0
Chml_R19	1	175785276	175790276	Region38		-0.541995965721309	0.563086581387139	0	0	0	0	0	0
Chml_R19	1	175790276	175795276	Region39		0.511592671690259	-0.983120305708303	0	0	0	0	0	0
Chml_R19	1	175795276	175800276	Region40	Gm25560	0.694647678454647	-0.850595513133187	0	0	0	0	0	0
Foxa3_R6	7	18996038	19001038	Region1		0.304026215649109	-0.537539418716733	0	0	0	0	0	0
Foxa3_R6	7	19001038	19006038	Region2	Mypopos; Irf2bp1	0.341426037666154	-0.889191064013427	0	0	0	0	0	0
Foxa3_R6	7	19006038	19011038	Region3		0.339954451620499	-3.12003940948052	0	1	0	1	0	0
Foxa3_R6	7	19011038	19016038	Region4		-0.782587835991334	-1.42988343997617	0	1	0	0	0	0
Foxa3_R6	7	19016038	19021038	Region5		1.99106063166366	-3.40688566811393	0	1	0	1	0	0
Foxa3_R6	7	19021038	19026038	Region6	Foxa3; Sympk	NA	NA	NA	NA	NA	NA	NA	NA
Foxa3_R6	7	19026038	19031038	Region7		0.4224700284383	-0.630303409798666	0	0	0	0	0	0
Foxa3_R6	7	19031038	19036038	Region8		-0.307399761670571	0.33354535436314	0	0	0	0	0	0
Foxa3_R6	7	19036038	19041038	Region9		0.58428791647203	0.301148113892149	0	0	0	0	0	0
Foxa3_R6	7	19041038	19046038	Region10		2.66948580114777	-2.55389507238128	0	1	0	1	0	0
Foxa3_R6	7	19046038	19051038	Region11		0.565670554128423	0.893512199239531	0	0	0	0	0	0
Foxa3_R6	7	19051038	19056038	Region12	Rsph6a	1.58564522636471	-1.05044920015089	0	0	0	0	0	0
Foxa3_R6	7	19056038	19061038	Region13		0.403721250338222	1.31444810418013	0	0	0	0	0	0
Foxa3_R6	7	19061038	19066038	Region14		1.85266520278564	0.780793373969146	0	0	0	0	0	0
Foxa3_R6	7	19066038	19071038	Region15		1.72843487264305	0.984918770293208	0	0	0	0	0	0
Foxa3_R6	7	19071038	19076038	Region16	Dmwd	0.540013614711908	1.13155092507198	0	0	0	0	0	0
Foxa3_R6	7	19076038	19081038	Region17	Dmwd	0.564693035091527	2.24839384464978	0	0	0	0	0	0
Foxa3_R6	7	19081038	19086038	Region18	Dmpk; Mir3100	-0.704803461123727	0.607659068026056	0	0	0	0	0	0
Foxa3_R6	7	19086038	19091038	Region19	Mir3100	-0.693876419569902	1.19826245582212	0	0	0	0	0	0
Foxa3_R6	7	19091038	19096038	Region20	Six5	0.375796491479824	0.654071729663019	0	0	0	0	0	0
Ephx2_R37	14	65796000	65804000	Region1	Pbk	-0.581538641346921	-0.574091954439956	0	0	0	0	0	0
Ephx2_R37	14	65804000	65812000	Region2	Pbk	0.50272677940626	-0.462095584184129	0	0	0	0	0	0
Ephx2_R37	14	65812000	65820000	Region3		-0.69167609138224	-0.512743919622102	0	0	0	0	0	0
Ephx2_R37	14	65820000	65828000	Region4		-0.597938418827034	-0.878460138296847	0	0	0	0	0	0
Ephx2_R37	14	65828000	65836000	Region5	Esco2; Ccdc25	-1.59132902600375	-0.853051694869358	1	0	0	0	0	0
Ephx2_R37	14	65844000	65852000	Region6		-0.741453379108081	-1.06886867579642	0	0	0	0	0	0
Ephx2_R37	14	65852000	65860000	Region7		0.343979198791761	-0.945511862161376	0	0	0	0	0	0
Ephx2_R37	14	65860000	65868000	Region8		-0.633522912436833	-0.630062814348151	0	0	0	0	0	0
Ephx2_R37	14	65868000	65876000	Region9		0.384585777601268	-2.80568353480934	0	1	0	1	0	0
Ephx2_R37	14	65876000	65884000	Region10		0.356770972905465	-0.626667053602435	0	0	0	0	0	0
Ephx2_R37	14	65884000	65892000	Region11		1.00526525468539	-1.01021858368858	0	0	0	0	0	0
Ephx2_R37	14	65900000	65908000	Region12		0.874468906161429	-1.12406440551116	0	0	0	0	0	0
Ephx2_R37	14	65908000	65916000	Region13		0.703532788658817	0.731303864314702	0	0	0	0	0	0
Ephx2_R37	14	65916000	65924000	Region14		0.874267387633356	-0.342459747994856	0	0	0	0	0	0
Ephx2_R37	14	65924000	65932000	Region15		0.750928134087916	0.466919654141064	0	0	0	0	0	0
Ephx2_R37	14	65932000	65940000	Region16		1.27539330083045	-0.536090178251905	0	0	0	0	0	0
Ephx2_R37	14	65940000	65948000	Region17		-0.637020791588095	0.875085946366368	0	0	0	0	0	0
Ephx2_R37	14	65948000	65956000	Region18	Scara3	0.9852130143315	-0.704164066741083	0	0	0	0	0	0
Ephx2_R37	14	65956000	65964000	Region19	Gm19222	0.756982728515956	-1.40670184242227	0	1	0	0	0	0
Ephx2_R37	14	65964000	65972000	Region20	Gm19222; Clu	0.481042150667055	-2.87692225064131	0	1	0	1	0	0
Ephx2_R37	14	65972000	65980000	Region21		-0.364586456858433	-1.50725612995171	0	1	0	0	0	0
Ephx2_R37	14	65980000	65988000	Region22		-1.15751716627999	-1.67713799566944	0	1	0	0	0	0
Ephx2_R37	14	65996000	66004000	Region23		-1.72399484714812	-2.27341185537281	1	1	0	1	0	0
Ephx2_R37	14	66004000	66012000	Region24	Gulo	-2.07411629351258	-1.91459723839461	1	1	1	0	0	0
Ephx2_R37	14	66012000	66020000	Region25		-1.31796176601928	-3.13749505076804	1	1	0	1	0	0
Ephx2_R37	14	66020000	66028000	Region26		-1.38233677404247	-0.701390267864229	1	0	0	0	0	0
Ephx2_R37	14	66028000	66036000	Region27		-1.38125910052769	-1.18287988192576	1	0	0	0	0	0
Ephx2_R37	14	66036000	66044000	Region28	Gm10233	-1.78406278545332	-0.635671692612482	1	0	0	0	0	0
Ephx2_R37	14	66052000	66060000	Region29		-3.36369828996797	-0.704578149022963	1	0	1	0	0	0
Ephx2_R37	14	66068000	66076000	Region30		-2.52267908085037	-0.620908523514839	1	0	1	0	0	0
Ephx2_R37	14	66076000	66084000	Region31	Adam2	-1.67789882827374	-0.421973207999432	1	0	0	0	0	0
Ephx2_R37	14	66084000	66092000	Region32		-0.906667538953678	-0.935014336610892	0	0	0	0	0	0
Ephx2_R37	14	66092000	66100000	Region33		-1.3859244716026	-0.592300894927155	1	0	0	0	0	0
Ephx2_R37	14	66100000	66108000	Region34		0.372515230404844	-1.54529894000985	0	1	0	0	0	0
Ephx2_R37	14	66108000	66116000	Region35		-0.752075783016745	-2.19289783664146	0	1	0	1	0	0
Ephx2_R37	14	66116000	66124000	Region36		-0.514128273055359	-1.97917083871471	0	1	0	0	0	0
Ephx2_R37	14	66124000	66132000	Region37	Ephx2	NA	NA	NA	NA	NA	NA	NA	NA
Ephx2_R37	14	66132000	66140000	Region38	Chrna2	-2.03734645695754	-5.02824761898386	1	1	1	1	0	1
Ephx2_R37	14	66140000	66148000	Region39		-2.05098657064864	-2.46201825470695	1	1	1	1	0	0
Ephx2_R37	14	66148000	66156000	Region40		-0.771886050199815	-3.12904883746239	0	1	0	1	0	0
Clu_R20	14	65796000	65804000	Region1	Pbk	0.442330786789579	-0.784651090811767	0	0	0	0	0	0
Clu_R20	14	65804000	65812000	Region2	Pbk	-1.13471047794226	0.945552387653947	0	0	0	0	0	0
Clu_R20	14	65812000	65820000	Region3		-3.30993830271632	3.54033689794587	1	0	1	0	0	0
Clu_R20	14	65820000	65828000	Region4		-2.365244391595	2.06929208358817	1	0	1	0	0	0
Clu_R20	14	65828000	65836000	Region5	Esco2; Ccdc25	-3.60969647973654	1.27894936207128	1	0	1	0	0	0
Clu_R20	14	65844000	65852000	Region6		-3.88883224145289	-1.72930945126519	1	1	1	0	0	0
Clu_R20	14	65852000	65860000	Region7		-7.21214695967719	1.04017882916428	1	0	1	0	1	0
Clu_R20	14	65860000	65868000	Region8		-2.72718430143129	0.372374623172437	1	0	1	0	0	0
Clu_R20	14	65868000	65876000	Region9		-3.80982163079845	-0.493907779318035	1	0	1	0	0	0
Clu_R20	14	65876000	65884000	Region10		-2.18172657957681	-1.50416703150604	1	1	1	0	0	0
Clu_R20	14	65884000	65892000	Region11		-1.89021172957202	-0.465878165750915	1	0	0	0	0	0
Clu_R20	14	65900000	65908000	Region12		-1.11498040794577	-0.932301435454989	0	0	0	0	0	0
Clu_R20	14	65908000	65916000	Region13		0.324918637051466	-0.521494259989513	0	0	0	0	0	0
Clu_R20	14	65916000	65924000	Region14		-2.07535993034495	1.13033977215605	1	0	1	0	0	0
Clu_R20	14	65924000	65932000	Region15		-0.496577536418422	1.00865712384951	0	0	0	0	0	0
Clu_R20	14	65932000	65940000	Region16		0.610593588673665	1.29469728686737	0	0	0	0	0	0
Clu_R20	14	65940000	65948000	Region17		-2.24323598471199	3.28510727699976	1	0	1	0	0	0
Clu_R20	14	65948000	65956000	Region18	Scara3	-1.41751267495751	2.67939606435249	1	0	0	0	0	0
Clu_R20	14	65956000	65964000	Region19	Gm19222	-1.34195905938363	-0.715312241767836	1	0	0	0	0	0
Clu_R20	14	65964000	65972000	Region20	Gm19222; Clu	NA	NA	NA	NA	NA	NA	NA	NA
Clu_R20	14	65972000	65980000	Region21		-1.22128455942568	4.17885874806823	0	0	0	0	0	0
Clu_R20	14	65980000	65988000	Region22		0.367179544996134	6.16402418842184	0	0	0	0	0	0
Clu_R20	14	65996000	66004000	Region23		1.18582078579632	7.06958728968372	0	0	0	0	0	0
Clu_R20	14	66004000	66012000	Region24	Gulo	0.918396776432009	5.87211234676435	0	0	0	0	0	0
Clu_R20	14	66012000	66020000	Region25		0.635672871290137	7.27020870968955	0	0	0	0	0	0
Clu_R20	14	66020000	66028000	Region26		1.57470934766074	1.22053946879449	0	0	0	0	0	0
Clu_R20	14	66028000	66036000	Region27		1.49206656244194	4.66492613631283	0	0	0	0	0	0
Clu_R20	14	66036000	66044000	Region28	Gm10233	1.21685371743564	4.04958052772631	0	0	0	0	0	0
Clu_R20	14	66052000	66060000	Region29		2.87789243046614	0.544881965630564	0	0	0	0	0	0
Clu_R20	14	66068000	66076000	Region30		1.41584685116473	2.40190663781232	0	0	0	0	0	0
Clu_R20	14	66076000	66084000	Region31	Adam2	1.88008165673876	0.740339967168468	0	0	0	0	0	0
Clu_R20	14	66084000	66092000	Region32		0.595974079711071	1.25328489750967	0	0	0	0	0	0
Clu_R20	14	66092000	66100000	Region33		1.45780792299505	0.787036793469577	0	0	0	0	0	0
Clu_R20	14	66100000	66108000	Region34		2.06312750944012	0.623206574440159	0	0	0	0	0	0
Clu_R20	14	66108000	66116000	Region35		1.98624721897709	-0.446057486058791	0	0	0	0	0	0
Clu_R20	14	66116000	66124000	Region36		1.57599698001725	-0.427706719826632	0	0	0	0	0	0
Clu_R20	14	66124000	66132000	Region37	Ephx2	0.481042150667055	-2.87692225064131	0	1	0	1	0	0
Clu_R20	14	66132000	66140000	Region38	Chrna2	-0.315154007656211	-0.334068946237043	0	0	0	0	0	0
Clu_R20	14	66140000	66148000	Region39		-0.404110678970187	1.07918234780591	0	0	0	0	0	0
Clu_R20	14	66148000	66156000	Region40		0.354605744996761	1.35772854617754	0	0	0	0	0	0
Esco2_R5	14	65796000	65804000	Region1	Pbk	0.375037927911109	-2.43659606146684	0	1	0	1	0	0
Esco2_R5	14	65804000	65812000	Region2	Pbk	0.302420516152125	-2.45471554104886	0	1	0	1	0	0
Esco2_R5	14	65812000	65820000	Region3		-0.304099802002595	-3.20662360508162	0	1	0	1	0	0
Esco2_R5	14	65820000	65828000	Region4		-1.84839175919623	-0.379689926849394	1	0	0	0	0	0
Esco2_R5	14	65828000	65836000	Region5	Esco2; Ccdc25	NA	NA	NA	NA	NA	NA	NA	NA
Esco2_R5	14	65844000	65852000	Region6		0.41709900440858	0.733382673946386	0	0	0	0	0	0
Esco2_R5	14	65852000	65860000	Region7		-0.411700088007956	2.60220565140156	0	0	0	0	0	0
Esco2_R5	14	65860000	65868000	Region8		0.592977577548556	2.10187274182354	0	0	0	0	0	0
Esco2_R5	14	65868000	65876000	Region9		-0.715330401632063	3.40481647427734	0	0	0	0	0	0
Esco2_R5	14	65876000	65884000	Region10		1.95016054408889	-0.39188013763595	0	0	0	0	0	0
Esco2_R5	14	65884000	65892000	Region11		-0.366909055023456	2.66506022578484	0	0	0	0	0	0
Esco2_R5	14	65900000	65908000	Region12		0.538184286236395	2.96753639252142	0	0	0	0	0	0
Esco2_R5	14	65908000	65916000	Region13		-0.404578106115656	3.34051523087016	0	0	0	0	0	0
Esco2_R5	14	65916000	65924000	Region14		-0.324912779182014	3.41288589982136	0	0	0	0	0	0
Esco2_R5	14	65924000	65932000	Region15		-0.479173186440663	2.23110381183095	0	0	0	0	0	0
Esco2_R5	14	65932000	65940000	Region16		0.551738113359719	1.68932328273892	0	0	0	0	0	0
Esco2_R5	14	65940000	65948000	Region17		-0.953557588777307	2.45367171424975	0	0	0	0	0	0
Esco2_R5	14	65948000	65956000	Region18	Scara3	-3.08896652909757	3.74789415602181	1	0	1	0	0	0
Esco2_R5	14	65956000	65964000	Region19	Gm19222	-1.65965820775248	-0.386641677751862	1	0	0	0	0	0
Esco2_R5	14	65964000	65972000	Region20	Gm19222; Clu	-3.60969647973654	1.27894936207128	1	0	1	0	0	0
Esco2_R5	14	65972000	65980000	Region21		-2.46587906840201	3.88896880651495	1	0	1	0	0	0
Esco2_R5	14	65980000	65988000	Region22		0.592890246002675	0.792906854419926	0	0	0	0	0	0
Esco2_R5	14	65996000	66004000	Region23		-0.580882167898686	0.407772161265712	0	0	0	0	0	0
Esco2_R5	14	66004000	66012000	Region24	Gulo	-0.359244034770272	-0.386692659300045	0	0	0	0	0	0
Esco2_R5	14	66012000	66020000	Region25		-0.531764063305276	0.553631459121538	0	0	0	0	0	0
Esco2_R5	14	66020000	66028000	Region26		-0.649915669269211	0.638279628789129	0	0	0	0	0	0
Esco2_R5	14	66028000	66036000	Region27		0.339875807010034	0.647541600043152	0	0	0	0	0	0
Esco2_R5	14	66036000	66044000	Region28	Gm10233	0.883187455186542	-0.462033944698211	0	0	0	0	0	0
Esco2_R5	14	66052000	66060000	Region29		0.47855531979225	0.453969315263542	0	0	0	0	0	0
Esco2_R5	14	66068000	66076000	Region30		1.45173310750498	-0.889199375719192	0	0	0	0	0	0
Esco2_R5	14	66076000	66084000	Region31	Adam2	2.13071347980097	-1.78007603084694	0	1	0	0	0	0
Esco2_R5	14	66084000	66092000	Region32		-0.347118127961107	-0.391891587693689	0	0	0	0	0	0
Esco2_R5	14	66092000	66100000	Region33		0.915727639573673	-1.69825550908505	0	1	0	0	0	0
Esco2_R5	14	66100000	66108000	Region34		0.509995195781839	-1.08172806146426	0	0	0	0	0	0
Esco2_R5	14	66108000	66116000	Region35		-0.39637035731595	-0.307837539474048	0	0	0	0	0	0
Esco2_R5	14	66116000	66124000	Region36		0.40610496110766	-0.827747845676126	0	0	0	0	0	0
Esco2_R5	14	66124000	66132000	Region37	Ephx2	-1.59132902600375	-0.853051694869358	1	0	0	0	0	0
Esco2_R5	14	66132000	66140000	Region38	Chrna2	0.808847509461611	-1.83819062216622	0	1	0	0	0	0
Esco2_R5	14	66140000	66148000	Region39		0.362404679284122	-0.644717407727204	0	0	0	0	0	0
Esco2_R5	14	66148000	66156000	Region40		0.503490008929502	-0.880513978987162	0	0	0	0	0	0
Scara3_R18	14	65796000	65804000	Region1	Pbk	0.567515846644055	0.447086937638903	0	0	0	0	0	0
Scara3_R18	14	65804000	65812000	Region2	Pbk	-0.610534696753724	0.902147964182477	0	0	0	0	0	0
Scara3_R18	14	65812000	65820000	Region3		-1.52927019278629	3.5547588009464	1	0	0	0	0	0
Scara3_R18	14	65820000	65828000	Region4		-1.48585427217533	3.32579531599325	1	0	0	0	0	0
Scara3_R18	14	65828000	65836000	Region5	Esco2; Ccdc25	-3.08896652909757	3.74789415602181	1	0	1	0	0	0
Scara3_R18	14	65844000	65852000	Region6		-4.71361730627279	0.799365691365076	1	0	1	0	0	0
Scara3_R18	14	65852000	65860000	Region7		-2.19122746254092	1.17551181604343	1	0	1	0	0	0
Scara3_R18	14	65860000	65868000	Region8		-3.11131619570852	3.43275762707269	1	0	1	0	0	0
Scara3_R18	14	65868000	65876000	Region9		-6.69150417017738	3.32838921457209	1	0	1	0	1	0
Scara3_R18	14	65876000	65884000	Region10		-2.28219313279983	0.375507284904016	1	0	1	0	0	0
Scara3_R18	14	65884000	65892000	Region11		-2.35456915924047	1.3670161294387	1	0	1	0	0	0
Scara3_R18	14	65900000	65908000	Region12		-1.11348336053498	-0.807179366009779	0	0	0	0	0	0
Scara3_R18	14	65908000	65916000	Region13		-0.411242199897896	-0.951644136275527	0	0	0	0	0	0
Scara3_R18	14	65916000	65924000	Region14		-1.72078195050572	0.456160032152108	1	0	0	0	0	0
Scara3_R18	14	65924000	65932000	Region15		-1.37574861860584	-0.790030375545734	1	0	0	0	0	0
Scara3_R18	14	65932000	65940000	Region16		-0.67189923207265	-0.68006758684928	0	0	0	0	0	0
Scara3_R18	14	65940000	65948000	Region17		-3.96317466201879	-0.849550243956531	1	0	1	0	0	0
Scara3_R18	14	65948000	65956000	Region18	Scara3	NA	NA	NA	NA	NA	NA	NA	NA
Scara3_R18	14	65956000	65964000	Region19	Gm19222	0.554676522566386	-1.84338443265396	0	1	0	0	0	0
Scara3_R18	14	65964000	65972000	Region20	Gm19222; Clu	-1.41751267495751	2.67939606435249	1	0	0	0	0	0
Scara3_R18	14	65972000	65980000	Region21		0.453991297621238	10.4682976454793	0	0	0	0	0	0
Scara3_R18	14	65980000	65988000	Region22		1.74245012190578	7.03301494725826	0	0	0	0	0	0
Scara3_R18	14	65996000	66004000	Region23		2.08798017142981	6.8549794116139	0	0	0	0	0	0
Scara3_R18	14	66004000	66012000	Region24	Gulo	1.98678365605046	5.93478989010423	0	0	0	0	0	0
Scara3_R18	14	66012000	66020000	Region25		2.50456394054057	5.91399319090406	0	0	0	0	0	0
Scara3_R18	14	66020000	66028000	Region26		2.62703159198876	5.52336284972979	0	0	0	0	0	0
Scara3_R18	14	66028000	66036000	Region27		1.32998150606034	5.47059050879105	0	0	0	0	0	0
Scara3_R18	14	66036000	66044000	Region28	Gm10233	2.30769585462478	2.88763192659085	0	0	0	0	0	0
Scara3_R18	14	66052000	66060000	Region29		6.01455179227152	0.859630644280516	0	0	0	0	0	0
Scara3_R18	14	66068000	66076000	Region30		4.10723761844554	1.27358675591393	0	0	0	0	0	0
Scara3_R18	14	66076000	66084000	Region31	Adam2	2.3586532749875	2.11261693303868	0	0	0	0	0	0
Scara3_R18	14	66084000	66092000	Region32		1.28535436850289	2.2415263529412	0	0	0	0	0	0
Scara3_R18	14	66092000	66100000	Region33		2.96285011156892	1.78208690436166	0	0	0	0	0	0
Scara3_R18	14	66100000	66108000	Region34		2.91500950073226	0.909721288981717	0	0	0	0	0	0
Scara3_R18	14	66108000	66116000	Region35		4.41062937740535	0.432185719919898	0	0	0	0	0	0
Scara3_R18	14	66116000	66124000	Region36		4.36720701772301	0.301542145320771	0	0	0	0	0	0
Scara3_R18	14	66124000	66132000	Region37	Ephx2	0.9852130143315	-0.704164066741083	0	0	0	0	0	0
Scara3_R18	14	66132000	66140000	Region38	Chrna2	2.27626915988834	-0.35173944572702	0	0	0	0	0	0
Scara3_R18	14	66140000	66148000	Region39		1.74277942046111	1.29159991374148	0	0	0	0	0	0
Scara3_R18	14	66148000	66156000	Region40		1.17533885884301	1.89709132147044	0	0	0	0	0	0
Agr2_R19	12	35807907	35817907	Region1		0.498500513406963	0.64025362447166	0	0	0	0	0	0
Agr2_R19	12	35817907	35827907	Region2	Gm9472	-1.43759091915976	0.786054138082191	1	0	0	0	0	0
